Proposal,Response,ID,Stakes,Wealth,Model,Proportion,Temperature,Month,Framing,Human_Emphasis
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
8000.0,1,24,20000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
80000.0,1,25,200000,493,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
8.0,1,31,20,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
80.0,1,32,200,0,GPT-4,0.4,1,August,1,0
