Proposal,ID,Stakes,Wealth,Model,Proportion,Temperature,Month
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
5,11,20,0,GPT-4,0.25,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
5,11,20,0,GPT-4,0.25,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
10,11,20,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
50,12,200,0,GPT-4,0.25,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
100,12,200,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
800,13,2000,0,GPT-4,0.4,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
800,13,2000,0,GPT-4,0.4,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
1000,13,2000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
8000,14,20000,0,GPT-4,0.4,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
6000,14,20000,0,GPT-4,0.3,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
5000,14,20000,0,GPT-4,0.25,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
8000,14,20000,0,GPT-4,0.4,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
10000,14,20000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
50000,15,200000,0,GPT-4,0.25,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
50000,15,200000,0,GPT-4,0.25,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
100000,15,200000,0,GPT-4,0.5,1,March
