Proposal,ID,Stakes,Wealth,Model,Proportion,Temperature,Month,Framing,Human_Emphasis
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
100,2,200,0,GPT-3.5,0.5,1,February,2,0
0,2,200,0,GPT-3.5,0.0,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
0,3,2000,0,GPT-3.5,0.0,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
0,3,2000,0,GPT-3.5,0.0,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
0,3,2000,0,GPT-3.5,0.0,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
0,3,2000,0,GPT-3.5,0.0,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
0,3,2000,0,GPT-3.5,0.0,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
0,3,2000,0,GPT-3.5,0.0,1,February,2,0
0,3,2000,0,GPT-3.5,0.0,1,February,2,0
100,3,2000,0,GPT-3.5,0.05,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,3,2000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
9999,4,20000,0,GPT-3.5,0.49995,1,February,2,0
19999,4,20000,0,GPT-3.5,0.99995,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
5000,4,20000,0,GPT-3.5,0.25,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
100,4,20000,0,GPT-3.5,0.005,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
0,4,20000,0,GPT-3.5,0.0,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
5000,4,20000,0,GPT-3.5,0.25,1,February,2,0
0,4,20000,0,GPT-3.5,0.0,1,February,2,0
5000,4,20000,0,GPT-3.5,0.25,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
100,4,20000,0,GPT-3.5,0.005,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
0,4,20000,0,GPT-3.5,0.0,1,February,2,0
9999,4,20000,0,GPT-3.5,0.49995,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
10000,4,20000,0,GPT-3.5,0.5,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
1000,4,20000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
100,5,200000,0,GPT-3.5,0.0005,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100001,5,200000,0,GPT-3.5,0.500005,1,February,2,0
20000,5,200000,0,GPT-3.5,0.1,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
0,5,200000,0,GPT-3.5,0.0,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
99999,5,200000,0,GPT-3.5,0.499995,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
0,5,200000,0,GPT-3.5,0.0,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
100000,5,200000,0,GPT-3.5,0.5,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
10000,5,200000,0,GPT-3.5,0.05,1,February,2,0
1000,5,200000,0,GPT-3.5,0.005,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
1,1,20,0,GPT-4o,0.05,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
1,1,20,0,GPT-4o,0.05,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
1,1,20,0,GPT-4o,0.05,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
1,1,20,0,GPT-4o,0.05,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
1,1,20,0,GPT-4o,0.05,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
10,1,20,0,GPT-4o,0.5,1,February,2,0
5,1,20,0,GPT-4o,0.25,1,February,2,0
